Sales_ID,Sales_Date,Region,Product_Category,Product_Type,Units_Sold,Unit_Price_USD,Total_Sales_USD
393,2024-01-28,Latin America,Equipment,Bags,2,130.48,260.96
394,2024-01-29,India,Footwear,Running Shoes,3,85.63,256.89
395,2024-01-30,India,Footwear,Shorts,4,92.0,368.0
396,2024-01-31,North America,Apparel,Basketball Shoes,4,141.56,566.24
397,2024-02-01,India,Equipment,Bags,13,138.55,1801.15
398,2024-02-02,Latin America,Footwear,Bags,12,126.81,1521.72
399,2024-02-03,Latin America,Equipment,Bags,7,203.99,1427.93
400,2024-02-04,Asia-Pacific,Equipment,Shorts,10,81.12,811.2
401,2024-02-05,Europe,Equipment,Shorts,2,52.74,105.48
402,2024-02-06,Asia-Pacific,Apparel,Shorts,12,63.57,762.84
403,2024-02-07,Asia-Pacific,Apparel,Shorts,4,164.49,657.96
404,2024-02-08,North America,Footwear,Shorts,4,32.19,128.76
405,2024-02-09,Asia-Pacific,Footwear,Shorts,5,95.14,475.7
406,2024-02-10,Europe,Equipment,T-Shirts,8,63.38,507.04
407,2024-02-11,North America,Equipment,T-Shirts,14,31.05,434.7
408,2024-02-12,North America,Footwear,Jackets,2,237.26,474.52
409,2024-02-13,Latin America,Footwear,T-Shirts,5,106.89,534.45
410,2024-02-14,India,Equipment,T-Shirts,15,227.72,3415.8
411,2024-02-15,North America,Equipment,Jackets,5,133.35,666.75
412,2024-02-16,Latin America,Apparel,Training Shoes,3,243.27,729.81
413,2024-02-17,Latin America,Apparel,Training Shoes,12,56.3,675.6
414,2024-02-18,Latin America,Apparel,Running Shoes,9,108.51,976.59
415,2024-02-19,North America,Equipment,Bags,17,80.93,1375.81
416,2024-02-20,North America,Apparel,Jackets,13,193.52,2515.76
417,2024-02-21,Asia-Pacific,Equipment,Training Shoes,15,79.69,1195.35
418,2024-02-22,India,Footwear,Basketball Shoes,14,150.92,2112.88
419,2024-02-23,North America,Footwear,Jackets,19,67.53,1283.07
420,2024-02-24,Latin America,Equipment,Basketball Shoes,10,40.02,400.2
421,2024-02-25,India,Equipment,Basketball Shoes,15,225.16,3377.4
422,2024-02-26,Asia-Pacific,Apparel,Bags,19,198.61,3773.59
423,2024-02-27,Latin America,Footwear,Training Shoes,14,203.62,2850.68
424,2024-02-28,Europe,Apparel,Jackets,2,249.35,498.7
425,2024-02-29,Europe,Equipment,Basketball Shoes,14,216.42,3029.88
426,2024-03-01,Latin America,Equipment,Basketball Shoes,13,40.71,529.23
427,2024-03-02,Europe,Apparel,Shorts,5,88.61,443.05
428,2024-03-03,Europe,Equipment,Bags,12,118.01,1416.12
429,2024-03-04,Asia-Pacific,Footwear,Shorts,10,238.5,2385.0
430,2024-03-05,India,Footwear,Shorts,16,29.67,474.72
431,2024-03-06,North America,Equipment,Bags,5,191.19,955.95
432,2024-03-07,Europe,Equipment,Basketball Shoes,19,39.8,756.2
433,2024-03-08,Latin America,Apparel,Jackets,4,63.81,255.24
434,2024-03-09,North America,Footwear,Basketball Shoes,6,80.31,481.86
435,2024-03-10,Asia-Pacific,Apparel,Basketball Shoes,17,125.07,2126.19
436,2024-03-11,Asia-Pacific,Footwear,Basketball Shoes,2,228.47,456.94
437,2024-03-12,India,Apparel,Basketball Shoes,6,218.09,1308.54
438,2024-03-13,Europe,Footwear,Shorts,4,96.18,384.72
439,2024-03-14,North America,Footwear,Training Shoes,11,246.54,2711.94
440,2024-03-15,North America,Equipment,Basketball Shoes,4,38.77,155.08
441,2024-03-16,Latin America,Apparel,Jackets,7,38.27,267.89
442,2024-03-17,North America,Apparel,Bags,16,133.23,2131.68
443,2024-03-18,Asia-Pacific,Apparel,Training Shoes,9,101.57,914.13
444,2024-03-19,Europe,Footwear,T-Shirts,17,220.69,3751.73
445,2024-03-20,Europe,Footwear,Shorts,7,30.72,215.04
446,2024-03-21,Asia-Pacific,Apparel,Basketball Shoes,8,223.78,1790.24
447,2024-03-22,Asia-Pacific,Equipment,Bags,4,88.58,354.32
448,2024-03-23,North America,Footwear,Jackets,4,202.79,811.16
449,2024-03-24,Latin America,Apparel,Shorts,6,28.67,172.02
450,2024-03-25,Europe,Equipment,Shorts,6,230.84,1385.04
451,2024-03-26,Asia-Pacific,Equipment,T-Shirts,11,211.05,2321.55
452,2024-03-27,Asia-Pacific,Apparel,Shorts,12,156.23,1874.76
453,2024-03-28,Latin America,Equipment,Training Shoes,15,212.25,3183.75
454,2024-03-29,Latin America,Apparel,Shorts,1,205.4,205.4
455,2024-03-30,Latin America,Equipment,T-Shirts,6,217.36,1304.16
456,2024-03-31,India,Footwear,Basketball Shoes,7,178.81,1251.67
457,2024-04-01,Europe,Footwear,T-Shirts,5,243.25,1216.25
458,2024-04-02,Europe,Apparel,Training Shoes,7,154.93,1084.51
459,2024-04-03,North America,Footwear,Jackets,9,181.98,1637.82
460,2024-04-04,Europe,Equipment,Shorts,6,131.99,791.94
461,2024-04-05,North America,Footwear,T-Shirts,16,247.27,3956.32
462,2024-04-06,Asia-Pacific,Apparel,Jackets,6,30.03,180.18
463,2024-04-07,Latin America,Equipment,Training Shoes,5,190.92,954.6
464,2024-04-08,Asia-Pacific,Footwear,Shorts,3,79.54,238.62
465,2024-04-09,India,Apparel,Bags,18,176.48,3176.64
466,2024-04-10,Europe,Apparel,Jackets,14,64.67,905.38
467,2024-04-11,Latin America,Apparel,Training Shoes,17,102.03,1734.51
468,2024-04-12,North America,Footwear,Basketball Shoes,6,179.53,1077.18
469,2024-04-13,India,Apparel,Bags,4,116.99,467.96
470,2024-04-14,India,Apparel,Jackets,17,174.49,2966.33
471,2024-04-15,India,Footwear,Shorts,8,170.36,1362.88
472,2024-04-16,Latin America,Equipment,Bags,12,50.71,608.52
473,2024-04-17,Europe,Footwear,Shorts,1,181.1,181.1
474,2024-04-18,Europe,Apparel,Jackets,14,87.7,1227.8
475,2024-04-19,Asia-Pacific,Footwear,Shorts,2,120.57,241.14
476,2024-04-20,Latin America,Footwear,Running Shoes,9,140.49,1264.41
477,2024-04-21,Europe,Footwear,Bags,1,110.38,110.38
478,2024-04-22,Europe,Apparel,Jackets,1,84.38,84.38
479,2024-04-23,North America,Equipment,Jackets,15,61.51,922.65
480,2024-04-24,India,Footwear,T-Shirts,2,166.01,332.02
481,2024-04-25,North America,Apparel,Training Shoes,17,194.92,3313.64
482,2024-04-26,India,Apparel,T-Shirts,8,68.02,544.16
483,2024-04-27,Asia-Pacific,Equipment,Basketball Shoes,14,160.77,2250.78
484,2024-04-28,Asia-Pacific,Equipment,Training Shoes,15,54.55,818.25
485,2024-04-29,Asia-Pacific,Apparel,T-Shirts,3,169.93,509.79
486,2024-04-30,India,Apparel,Jackets,17,92.15,1566.55
487,2024-05-01,Europe,Equipment,Bags,17,105.66,1796.22
488,2024-05-02,Latin America,Footwear,T-Shirts,16,175.98,2815.68
489,2024-05-03,Europe,Equipment,Shorts,14,129.39,1811.46
490,2024-05-04,Latin America,Equipment,Shorts,18,126.14,2270.52
491,2024-05-05,Europe,Apparel,Bags,16,93.27,1492.32
492,2024-05-06,India,Apparel,T-Shirts,15,207.96,3119.4
493,2024-05-07,Asia-Pacific,Equipment,T-Shirts,19,93.34,1773.46
494,2024-05-08,India,Apparel,T-Shirts,6,170.9,1025.4
495,2024-05-09,North America,Apparel,Training Shoes,14,38.38,537.32
496,2024-05-10,North America,Footwear,Running Shoes,9,229.85,2068.65
497,2024-05-11,Asia-Pacific,Equipment,Training Shoes,10,242.41,2424.1
498,2024-05-12,Latin America,Equipment,Basketball Shoes,3,66.23,198.69
499,2024-05-13,North America,Equipment,Jackets,9,124.29,1118.61
500,2024-05-14,Latin America,Equipment,Bags,8,49.24,393.92
501,2024-05-15,Latin America,Apparel,Bags,8,118.12,944.96
502,2024-05-16,Latin America,Equipment,Running Shoes,12,220.33,2643.96
503,2024-05-17,North America,Footwear,T-Shirts,11,158.56,1744.16
504,2024-05-18,Latin America,Apparel,Running Shoes,8,55.93,447.44
505,2024-05-19,Asia-Pacific,Equipment,Bags,18,243.14,4376.52
506,2024-05-20,North America,Apparel,Bags,18,150.42,2707.56
507,2024-05-21,India,Equipment,Shorts,17,41.73,709.41
508,2024-05-22,India,Apparel,Shorts,14,107.26,1501.64
509,2024-05-23,Europe,Equipment,Running Shoes,14,57.8,809.2
510,2024-05-24,North America,Footwear,Basketball Shoes,1,223.71,223.71
511,2024-05-25,North America,Footwear,Bags,13,113.1,1470.3
512,2024-05-26,India,Equipment,Running Shoes,7,137.43,962.01
513,2024-05-27,Latin America,Equipment,Training Shoes,16,214.07,3425.12
514,2024-05-28,India,Footwear,T-Shirts,1,152.73,152.73
515,2024-05-29,North America,Footwear,Jackets,9,35.92,323.28
516,2024-05-30,Asia-Pacific,Apparel,Running Shoes,10,41.75,417.5
517,2024-05-31,Europe,Footwear,Jackets,19,64.06,1217.14
518,2024-06-01,India,Apparel,Shorts,15,176.79,2651.85
519,2024-06-02,Asia-Pacific,Footwear,Bags,14,163.9,2294.6
520,2024-06-03,India,Footwear,Running Shoes,8,105.48,843.84
521,2024-06-04,Europe,Equipment,Shorts,18,95.45,1718.1
522,2024-06-05,Asia-Pacific,Apparel,Shorts,4,43.04,172.16
523,2024-06-06,Latin America,Footwear,Running Shoes,2,40.67,81.34
524,2024-06-07,Latin America,Apparel,Jackets,3,167.89,503.67
525,2024-06-08,Asia-Pacific,Apparel,Training Shoes,15,203.91,3058.65
526,2024-06-09,Europe,Equipment,Jackets,3,138.02,414.06
527,2024-06-10,Europe,Apparel,Shorts,6,179.97,1079.82
528,2024-06-11,Latin America,Apparel,Running Shoes,7,125.69,879.83
529,2024-06-12,Europe,Equipment,T-Shirts,2,37.23,74.46
530,2024-06-13,Asia-Pacific,Footwear,Basketball Shoes,4,25.52,102.08
531,2024-06-14,Europe,Footwear,T-Shirts,2,205.31,410.62
532,2024-06-15,Europe,Apparel,Jackets,16,220.1,3521.6
533,2024-06-16,Asia-Pacific,Equipment,Jackets,12,246.34,2956.08
534,2024-06-17,North America,Footwear,Bags,17,94.19,1601.23
535,2024-06-18,North America,Equipment,Training Shoes,19,190.08,3611.52
536,2024-06-19,India,Equipment,Shorts,19,191.54,3639.26
537,2024-06-20,Asia-Pacific,Equipment,Training Shoes,10,174.75,1747.5
538,2024-06-21,Europe,Equipment,T-Shirts,3,209.65,628.95
539,2024-06-22,North America,Apparel,T-Shirts,11,239.99,2639.89
540,2024-06-23,Latin America,Equipment,T-Shirts,5,70.38,351.9
541,2024-06-24,India,Equipment,Shorts,7,188.86,1322.02
542,2024-06-25,Latin America,Apparel,Running Shoes,10,118.0,1180.0
543,2024-06-26,Latin America,Apparel,T-Shirts,4,211.14,844.56
544,2024-06-27,Latin America,Footwear,Training Shoes,13,230.3,2993.9
545,2024-06-28,North America,Apparel,Shorts,3,236.81,710.43
546,2024-06-29,Asia-Pacific,Apparel,Bags,7,195.27,1366.89
547,2024-06-30,Europe,Apparel,Shorts,6,231.9,1391.4
548,2024-07-01,India,Equipment,Running Shoes,9,51.56,464.04
549,2024-07-02,Latin America,Footwear,Training Shoes,11,46.13,507.43
550,2024-07-03,Asia-Pacific,Apparel,Shorts,2,118.79,237.58
551,2024-07-04,North America,Equipment,Jackets,3,187.04,561.12
552,2024-07-05,India,Equipment,Shorts,18,206.57,3718.26
553,2024-07-06,North America,Apparel,Training Shoes,2,213.33,426.66
554,2024-07-07,India,Footwear,Basketball Shoes,3,54.6,163.8
555,2024-07-08,India,Footwear,Shorts,11,178.91,1968.01
556,2024-07-09,North America,Apparel,Running Shoes,18,149.68,2694.24
557,2024-07-10,North America,Equipment,Running Shoes,13,62.6,813.8
558,2024-07-11,North America,Footwear,T-Shirts,1,131.75,131.75
559,2024-07-12,Latin America,Footwear,Training Shoes,5,199.41,997.05
560,2024-07-13,Asia-Pacific,Apparel,Running Shoes,14,62.17,870.38
561,2024-07-14,Latin America,Apparel,Shorts,14,226.37,3169.18
562,2024-07-15,Asia-Pacific,Footwear,Running Shoes,15,61.96,929.4
563,2024-07-16,North America,Equipment,Running Shoes,19,43.39,824.41
564,2024-07-17,North America,Footwear,Shorts,7,106.75,747.25
565,2024-07-18,India,Apparel,Bags,19,200.12,3802.28
566,2024-07-19,India,Footwear,Bags,7,199.4,1395.8
567,2024-07-20,Asia-Pacific,Equipment,Jackets,18,219.61,3952.98
568,2024-07-21,Latin America,Apparel,Bags,10,65.41,654.1
569,2024-07-22,India,Footwear,Bags,19,74.04,1406.76
570,2024-07-23,Latin America,Apparel,Running Shoes,2,71.33,142.66
571,2024-07-24,North America,Footwear,Shorts,13,71.63,931.19
572,2024-07-25,Asia-Pacific,Apparel,Bags,6,120.08,720.48
573,2024-07-26,India,Footwear,Running Shoes,12,248.88,2986.56
574,2024-07-27,North America,Equipment,Training Shoes,9,177.4,1596.6
575,2024-07-28,Europe,Equipment,Jackets,16,101.5,1624.0
576,2024-07-29,India,Equipment,Bags,19,241.0,4579.0
577,2024-07-30,North America,Apparel,Training Shoes,7,151.53,1060.71
578,2024-07-31,Europe,Equipment,T-Shirts,6,33.73,202.38
579,2024-08-01,Asia-Pacific,Footwear,Basketball Shoes,14,41.52,581.28
580,2024-08-02,Asia-Pacific,Apparel,Training Shoes,11,149.65,1646.15
581,2024-08-03,India,Apparel,Training Shoes,11,68.7,755.7
582,2024-08-04,Latin America,Apparel,Basketball Shoes,15,85.55,1283.25
583,2024-08-05,Latin America,Footwear,Training Shoes,16,108.86,1741.76
584,2024-08-06,North America,Footwear,Bags,7,159.22,1114.54
585,2024-08-07,Asia-Pacific,Footwear,Training Shoes,8,234.52,1876.16
586,2024-08-08,Latin America,Apparel,Running Shoes,18,44.84,807.12
587,2024-08-09,India,Equipment,Running Shoes,3,232.68,698.04
588,2024-08-10,Asia-Pacific,Equipment,T-Shirts,10,121.8,1218.0
589,2024-08-11,Latin America,Equipment,Bags,4,94.94,379.76
590,2024-08-12,Europe,Equipment,Bags,11,89.94,989.34
591,2024-08-13,India,Equipment,Shorts,13,105.26,1368.38
592,2024-08-14,North America,Footwear,T-Shirts,16,119.57,1913.12
593,2024-08-15,Asia-Pacific,Footwear,Training Shoes,17,114.17,1940.89
594,2024-08-16,Europe,Apparel,Jackets,13,215.49,2801.37
595,2024-08-17,Europe,Equipment,Running Shoes,15,101.28,1519.2
596,2024-08-18,Latin America,Footwear,T-Shirts,5,78.93,394.65
597,2024-08-19,Asia-Pacific,Footwear,Bags,4,234.66,938.64
598,2024-08-20,India,Equipment,Bags,19,200.18,3803.42
599,2024-08-21,Latin America,Apparel,Basketball Shoes,17,31.36,533.12
600,2024-08-22,India,Equipment,Running Shoes,7,150.0,1050.0
601,2024-08-23,North America,Equipment,Training Shoes,8,166.0,1328.0
602,2024-08-24,Latin America,Footwear,Basketball Shoes,14,58.33,816.62
603,2024-08-25,India,Apparel,Running Shoes,5,99.88,499.4
604,2024-08-26,North America,Apparel,T-Shirts,7,65.69,459.83
605,2024-08-27,Europe,Apparel,Training Shoes,7,44.19,309.33
606,2024-08-28,Latin America,Apparel,Jackets,5,140.27,701.35
607,2024-08-29,Asia-Pacific,Equipment,Basketball Shoes,19,41.54,789.26
608,2024-08-30,India,Apparel,Bags,5,128.72,643.6
609,2024-08-31,North America,Equipment,T-Shirts,16,132.6,2121.6
610,2024-09-01,India,Apparel,Training Shoes,1,159.29,159.29
611,2024-09-02,North America,Footwear,T-Shirts,13,217.29,2824.77
612,2024-09-03,Asia-Pacific,Equipment,Basketball Shoes,9,30.99,278.91
613,2024-09-04,Europe,Equipment,Jackets,6,65.1,390.6
614,2024-09-05,North America,Apparel,Basketball Shoes,19,175.25,3329.75
615,2024-09-06,Europe,Footwear,Basketball Shoes,9,121.27,1091.43
616,2024-09-07,Europe,Equipment,Training Shoes,19,65.44,1243.36
617,2024-09-08,India,Apparel,Running Shoes,7,67.69,473.83
618,2024-09-09,India,Footwear,Basketball Shoes,13,67.17,873.21
619,2024-09-10,Latin America,Footwear,Running Shoes,1,232.17,232.17
620,2024-09-11,Europe,Footwear,Shorts,14,110.69,1549.66
621,2024-09-12,Europe,Footwear,Training Shoes,7,154.54,1081.78
622,2024-09-13,Asia-Pacific,Apparel,Jackets,9,153.59,1382.31
623,2024-09-14,Europe,Apparel,Jackets,10,194.9,1949.0
624,2024-09-15,India,Equipment,Training Shoes,13,133.44,1734.72
625,2024-09-16,Europe,Apparel,T-Shirts,15,111.85,1677.75
626,2024-09-17,Europe,Apparel,Jackets,4,185.55,742.2
627,2024-09-18,Europe,Equipment,Jackets,5,98.13,490.65
628,2024-09-19,Asia-Pacific,Footwear,T-Shirts,10,47.09,470.9
629,2024-09-20,Europe,Apparel,Shorts,4,249.44,997.76
630,2024-09-21,India,Apparel,Jackets,11,234.91,2584.01
631,2024-09-22,Asia-Pacific,Equipment,Shorts,6,127.78,766.68
632,2024-09-23,North America,Equipment,Training Shoes,11,187.62,2063.82
633,2024-09-24,Europe,Equipment,Training Shoes,5,208.85,1044.25
634,2024-09-25,North America,Equipment,Bags,6,110.69,664.14
635,2024-09-26,North America,Equipment,Bags,4,65.75,263.0
636,2024-09-27,Europe,Apparel,Bags,5,60.88,304.4
637,2024-09-28,Latin America,Apparel,Shorts,5,222.47,1112.35
638,2024-09-29,Latin America,Apparel,T-Shirts,2,247.76,495.52
639,2024-09-30,Latin America,Apparel,Running Shoes,18,125.98,2267.64
640,2024-10-01,Asia-Pacific,Equipment,T-Shirts,7,245.34,1717.38
641,2024-10-02,Latin America,Footwear,Training Shoes,10,131.57,1315.7
642,2024-10-03,Europe,Apparel,Jackets,17,126.86,2156.62
643,2024-10-04,India,Footwear,T-Shirts,17,85.42,1452.14
644,2024-10-05,North America,Equipment,Bags,10,152.68,1526.8
645,2024-10-06,North America,Footwear,Basketball Shoes,14,112.88,1580.32
646,2024-10-07,Europe,Apparel,Running Shoes,12,220.1,2641.2
647,2024-10-08,Asia-Pacific,Apparel,Running Shoes,10,239.13,2391.3
648,2024-10-09,North America,Apparel,Jackets,1,185.52,185.52
649,2024-10-10,Europe,Footwear,Bags,1,123.48,123.48
650,2024-10-11,North America,Equipment,Jackets,4,107.35,429.4
651,2024-10-12,India,Footwear,Bags,16,243.57,3897.12
652,2024-10-13,India,Apparel,Shorts,18,177.97,3203.46
653,2024-10-14,Asia-Pacific,Apparel,T-Shirts,15,166.02,2490.3
654,2024-10-15,India,Footwear,Jackets,12,25.13,301.56
655,2024-10-16,Asia-Pacific,Footwear,Training Shoes,9,246.75,2220.75
656,2024-10-17,Latin America,Apparel,Jackets,1,101.02,101.02
657,2024-10-18,Asia-Pacific,Apparel,Running Shoes,18,138.05,2484.9
658,2024-10-19,Europe,Apparel,Shorts,13,62.19,808.47
659,2024-10-20,North America,Footwear,Jackets,11,242.17,2663.87
660,2024-10-21,Europe,Equipment,Jackets,11,223.57,2459.27
661,2024-10-22,Latin America,Equipment,T-Shirts,14,114.07,1596.98
662,2024-10-23,North America,Equipment,Running Shoes,13,204.39,2657.07
663,2024-10-24,India,Footwear,Shorts,14,249.35,3490.9
664,2024-10-25,Latin America,Footwear,T-Shirts,10,221.0,2210.0
665,2024-10-26,Asia-Pacific,Equipment,Training Shoes,1,48.12,48.12
666,2024-10-27,Asia-Pacific,Apparel,Running Shoes,18,42.9,772.2
667,2024-10-28,Asia-Pacific,Equipment,Basketball Shoes,11,102.68,1129.48
668,2024-10-29,Latin America,Footwear,Training Shoes,5,134.98,674.9
669,2024-10-30,India,Equipment,Training Shoes,3,77.48,232.44
670,2024-10-31,Asia-Pacific,Footwear,T-Shirts,17,60.63,1030.71
671,2024-11-01,Latin America,Apparel,Running Shoes,13,77.14,1002.82
672,2024-11-02,India,Apparel,T-Shirts,8,240.5,1924.0
673,2024-11-03,Europe,Footwear,Basketball Shoes,7,207.18,1450.26
674,2024-11-04,North America,Apparel,Training Shoes,17,59.93,1018.81
675,2024-11-05,North America,Apparel,Bags,3,121.65,364.95
676,2024-11-06,North America,Footwear,Running Shoes,9,214.92,1934.28
677,2024-11-07,North America,Apparel,Training Shoes,2,86.47,172.94
678,2024-11-08,Asia-Pacific,Footwear,T-Shirts,9,142.32,1280.88
679,2024-11-09,India,Footwear,Basketball Shoes,3,89.93,269.79
680,2024-11-10,India,Footwear,Jackets,9,233.99,2105.91
681,2024-11-11,Europe,Equipment,Bags,4,140.03,560.12
682,2024-11-12,North America,Apparel,T-Shirts,14,94.28,1319.92
683,2024-11-13,Asia-Pacific,Footwear,Basketball Shoes,6,190.89,1145.34
684,2024-11-14,Europe,Footwear,T-Shirts,12,78.08,936.96
685,2024-11-15,North America,Equipment,Jackets,11,82.61,908.71
686,2024-11-16,Europe,Equipment,Shorts,3,233.32,699.96
687,2024-11-17,Asia-Pacific,Footwear,Jackets,9,225.52,2029.68
688,2024-11-18,Asia-Pacific,Apparel,Jackets,16,64.45,1031.2
689,2024-11-19,Europe,Apparel,Training Shoes,11,47.42,521.62
690,2024-11-20,North America,Equipment,Basketball Shoes,19,222.95,4236.05
691,2024-11-21,Latin America,Equipment,T-Shirts,11,122.15,1343.65
692,2024-11-22,Latin America,Footwear,Basketball Shoes,1,198.31,198.31
693,2024-11-23,Latin America,Footwear,T-Shirts,15,103.52,1552.8
694,2024-11-24,North America,Footwear,Training Shoes,14,38.91,544.74
695,2024-11-25,Latin America,Apparel,Running Shoes,3,52.77,158.31
696,2024-11-26,Europe,Apparel,Shorts,17,129.81,2206.77
697,2024-11-27,Asia-Pacific,Equipment,Shorts,13,192.46,2501.98
698,2024-11-28,North America,Equipment,Jackets,2,230.17,460.34
699,2024-11-29,Asia-Pacific,Footwear,Shorts,14,94.89,1328.46
700,2024-11-30,India,Apparel,Shorts,5,119.82,599.1
701,2024-12-01,India,Equipment,Running Shoes,4,185.4,741.6
702,2024-12-02,Europe,Equipment,Basketball Shoes,16,180.47,2887.52
703,2024-12-03,North America,Footwear,T-Shirts,9,200.78,1807.02
704,2024-12-04,Asia-Pacific,Apparel,T-Shirts,15,193.37,2900.55
705,2024-12-05,Latin America,Footwear,Basketball Shoes,2,143.82,287.64
706,2024-12-06,North America,Equipment,Bags,6,195.28,1171.68
707,2024-12-07,Europe,Apparel,Bags,8,125.6,1004.8
708,2024-12-08,India,Equipment,Bags,8,200.52,1604.16
709,2024-12-09,Latin America,Footwear,Shorts,1,128.54,128.54
710,2024-12-10,Asia-Pacific,Apparel,Training Shoes,18,49.94,898.92
711,2024-12-11,North America,Footwear,Jackets,6,207.16,1242.96
712,2024-12-12,Europe,Equipment,Basketball Shoes,12,60.58,726.96
713,2024-12-13,Latin America,Equipment,Shorts,7,147.37,1031.59
714,2024-12-14,Asia-Pacific,Apparel,Shorts,12,189.96,2279.52
715,2024-12-15,Asia-Pacific,Apparel,Training Shoes,17,166.79,2835.43
716,2024-12-16,North America,Equipment,Shorts,14,151.19,2116.66
717,2024-12-17,North America,Equipment,Basketball Shoes,6,244.78,1468.68
718,2024-12-18,Asia-Pacific,Footwear,Jackets,5,84.36,421.8
719,2024-12-19,Europe,Equipment,T-Shirts,5,137.76,688.8
720,2024-12-20,Europe,Equipment,T-Shirts,4,192.21,768.84
721,2024-12-21,Europe,Equipment,Bags,3,245.64,736.92
722,2024-12-22,Latin America,Equipment,Shorts,17,78.23,1329.91
723,2024-12-23,North America,Apparel,Jackets,13,32.65,424.45
724,2024-12-24,Europe,Equipment,T-Shirts,1,206.75,206.75
725,2024-12-25,Asia-Pacific,Equipment,Training Shoes,9,170.17,1531.53
726,2024-12-26,Europe,Footwear,Training Shoes,4,125.5,502.0
727,2024-12-27,India,Footwear,Shorts,3,230.46,691.38
728,2024-12-28,Asia-Pacific,Apparel,Running Shoes,9,245.05,2205.45
729,2024-12-29,North America,Apparel,Shorts,9,108.93,980.37
730,2024-12-30,Europe,Footwear,Shorts,17,120.16,2042.72
731,2024-12-31,North America,Footwear,Training Shoes,13,151.1,1964.3
732,2025-01-01,North America,Footwear,Jackets,5,111.88,559.4
733,2025-01-02,North America,Apparel,Running Shoes,13,124.95,1624.35
734,2025-01-03,India,Footwear,Shorts,10,78.0,780.0
735,2025-01-04,India,Equipment,T-Shirts,6,212.89,1277.34
736,2025-01-05,India,Footwear,Running Shoes,8,125.23,1001.84
737,2025-01-06,Asia-Pacific,Footwear,Bags,16,228.59,3657.44
738,2025-01-07,North America,Equipment,Basketball Shoes,9,209.81,1888.29
739,2025-01-08,Latin America,Footwear,Basketball Shoes,10,136.72,1367.2
740,2025-01-09,North America,Equipment,Shorts,13,70.23,912.99
741,2025-01-10,India,Equipment,T-Shirts,1,28.27,28.27
742,2025-01-11,North America,Footwear,Training Shoes,11,87.91,967.01
743,2025-01-12,Asia-Pacific,Footwear,Shorts,14,207.5,2905.0
744,2025-01-13,Asia-Pacific,Footwear,Bags,7,149.68,1047.76
745,2025-01-14,North America,Footwear,Running Shoes,3,198.28,594.84
746,2025-01-15,Europe,Equipment,T-Shirts,1,47.31,47.31
747,2025-01-16,Latin America,Apparel,Bags,16,194.68,3114.88
748,2025-01-17,Latin America,Equipment,Jackets,4,246.94,987.76
749,2025-01-18,Europe,Apparel,Running Shoes,18,30.89,556.02
750,2025-01-19,Latin America,Apparel,T-Shirts,10,55.03,550.3
751,2025-01-20,Europe,Apparel,Basketball Shoes,10,217.21,2172.1
752,2025-01-21,Asia-Pacific,Equipment,Basketball Shoes,16,110.84,1773.44
753,2025-01-22,North America,Equipment,Shorts,1,97.35,97.35
754,2025-01-23,Europe,Apparel,Running Shoes,8,216.16,1729.28
755,2025-01-24,Asia-Pacific,Footwear,Training Shoes,11,223.14,2454.54
756,2025-01-25,India,Footwear,Shorts,5,248.34,1241.7
757,2025-01-26,North America,Equipment,Shorts,9,81.38,732.42
758,2025-01-27,North America,Apparel,Running Shoes,15,155.26,2328.9
759,2025-01-28,Europe,Apparel,Basketball Shoes,14,47.26,661.64
760,2025-01-29,Europe,Footwear,Running Shoes,4,138.45,553.8
761,2025-01-30,North America,Footwear,Training Shoes,6,213.61,1281.66
762,2025-01-31,North America,Footwear,Running Shoes,1,99.88,99.88
763,2025-02-01,Europe,Apparel,Bags,17,140.29,2384.93
764,2025-02-02,Europe,Footwear,Shorts,15,174.9,2623.5
765,2025-02-03,Latin America,Apparel,T-Shirts,18,41.08,739.44
766,2025-02-04,North America,Equipment,Shorts,12,89.85,1078.2
767,2025-02-05,Asia-Pacific,Equipment,Shorts,15,107.63,1614.45
768,2025-02-06,Asia-Pacific,Equipment,Jackets,8,231.08,1848.64
769,2025-02-07,Europe,Footwear,Training Shoes,18,181.52,3267.36
770,2025-02-08,India,Footwear,T-Shirts,12,165.07,1980.84
771,2025-02-09,Asia-Pacific,Equipment,Basketball Shoes,11,79.05,869.55
772,2025-02-10,India,Apparel,T-Shirts,17,217.1,3690.7
773,2025-02-11,Asia-Pacific,Equipment,Training Shoes,5,75.86,379.3
774,2025-02-12,North America,Footwear,Shorts,8,198.24,1585.92
775,2025-02-13,North America,Footwear,T-Shirts,2,86.43,172.86
776,2025-02-14,India,Footwear,Training Shoes,12,238.23,2858.76
777,2025-02-15,North America,Footwear,Running Shoes,2,37.05,74.1
778,2025-02-16,India,Apparel,Basketball Shoes,13,50.2,652.6
779,2025-02-17,Europe,Footwear,Jackets,5,225.95,1129.75
780,2025-02-18,Asia-Pacific,Footwear,Running Shoes,17,62.21,1057.57
781,2025-02-19,India,Apparel,T-Shirts,5,156.93,784.65
782,2025-02-20,Asia-Pacific,Equipment,T-Shirts,10,105.79,1057.9
783,2025-02-21,Asia-Pacific,Equipment,Training Shoes,18,154.99,2789.82
784,2025-02-22,Asia-Pacific,Footwear,Shorts,6,163.08,978.48
785,2025-02-23,Europe,Equipment,Running Shoes,13,131.69,1711.97
786,2025-02-24,Asia-Pacific,Equipment,T-Shirts,18,136.82,2462.76
